row,col,value_Rm
aacct,centa,21001.010
aacct,chotl,35484.086
aacct,cpers,1157.767
aacct,crest,98117.900
aacct,csupp,1018.542
aagri,cafee,5273.352
aagri,calcb,1362.394
aagri,cbchm,716.027
aagri,cceri,58526.690
aagri,cdair,28171.186
aagri,centa,5685.171
aagri,cfore,693.514
aagri,chotl,886.148
aagri,clani,82208.750
aagri,cleat,539.074
aagri,cmeat,33496.689
aagri,crent,9585.317
aagri,crrea,2585.871
aagri,ctexf,2421.639
aagri,ctoba,1362.394
aagri,cvegf,82559.964
aagri,cwatr,1102.999
aatrp,cftrp,20969.924
aatrp,cptrp,58653.138
abchm,cbchm,93185.837
abchm,cglas,15.850
abchm,cirst,23.284
abchm,coche,3238.377
abchm,conmp,141.965
abchm,cpain,3188.835
abchm,cpapp,36.820
abchm,cpetr,4174.001
abchm,cplas,112.940
abchm,csoap,563.158
abchm,csupp,2988.776
abchm,ctexf,28.764
abchm,ctyre,18.179
abchm,cwast,42.237
abevt,calcb,76087.372
abevt,cfrui,1562.863
abevt,cgrai,22.352
abevt,cpast,25.205
abevt,csftd,40937.955
abevt,csupp,285.686
abevt,ctoba,16149.415
abevt,cwast,2.932
acnst,ccnst,396817.174
acnst,cobus,11590.502
acnst,crent,4299.947
acoal,ccoal,134732.538
acoal,comin,433.608
acoal,csupp,13485.822
acomp,cftrp,31.568
acomp,cobus,103016.606
acomp,coffm,45394.395
acomp,crent,736.282
acomp,crrea,1723.479
acomp,csupp,8950.662
aeduc,ceduc,442834.291
aeduc,chotl,31246.768
aeduc,crent,3.576
aeduc,crrea,177.000
aeduc,crsea,13622.040
aelcg,celcd,28332.011
aelcg,celcg,246453.176
aemch,cdoma,9457.822
aemch,celcm,42966.262
aemch,cgenm,488.755
aemch,cglas,31.080
aemch,cimet,53.139
aemch,cirst,77.511
aemch,cmeda,77.760
aemch,cmtvp,183.635
aemch,cnfme,163.207
aemch,cofbm,725.354
aemch,coffm,2392.551
aemch,comnf,5.384
aemch,cplas,113.066
aemch,crail,198.080
aemch,crdtv,3720.012
aemch,cspcm,21.464
aemch,cstrm,742.506
aemch,csupp,4234.209
afabm,cbchm,212.656
afabm,celcm,140.286
afabm,cengt,398.982
afabm,cgenm,57.598
afabm,cimet,2464.270
afabm,cirst,1539.232
afabm,clift,651.850
afabm,cnfme,289.401
afabm,cofbm,45102.862
afabm,comnf,1769.824
afabm,cpain,68.953
afabm,cpfis,653.231
afabm,cplas,266.413
afabm,cspcm,1098.051
afabm,cstrm,51901.963
afabm,csupp,13468.450
afabm,ctexm,146.903
afabm,cwast,138.197
afabm,cwood,116.929
afins,cfins,171089.501
afins,cofin,132169.462
afins,crrea,2469.823
afish,cfish,7722.719
afish,cpfis,12393.081
afood,cafee,32685.534
afood,calcb,19.276
afood,cbake,34887.414
afood,cbchm,2286.155
afood,cconf,13804.866
afood,cdair,35415.069
afood,cfats,42751.205
afood,cfrui,28035.912
afood,cgrai,39147.783
afood,cleat,2.180
afood,cmeat,56397.630
afood,cnfme,60.633
afood,coche,483.606
afood,comnf,504.909
afood,cpapp,0.187
afood,cpast,51413.642
afood,cpfis,5149.601
afood,cphar,632.954
afood,csftd,323.063
afood,csoap,1045.022
afood,cstrm,13.997
afood,csuga,19881.676
afood,csupp,4831.576
afood,cvege,10823.400
afood,cwast,2945.050
afoot,cfoot,6323.374
afoot,cleat,14.863
afoot,cmeda,54.282
afoot,cwood,10.738
afore,cfore,15004.489
afurn,cfurn,14755.590
afurn,cmeda,5.295
afurn,cstrm,754.283
afurn,csupp,1246.012
afurn,ctexm,41.781
afurn,cwood,708.796
aglss,cglas,10015.074
aglss,csupp,142.542
agold,cnfme,84095.306
agold,comin,942.895
agold,csupp,1657.582
aheal,cheal,347889.872
aheal,cobus,8235.698
aheal,cpuba,21252.597
aheal,crent,139.556
aheal,crrea,1601.389
ainsp,ccrpf,46097.612
ainsp,cinsp,216908.738
ainsp,cofin,256.046
ainsp,crrea,6206.463
aknit,cfoot,11.306
aknit,cknit,1502.927
aknit,cotex,2172.076
aknit,cplas,44.187
aknit,csupp,1264.083
aknit,ctexf,683.902
aknit,ctexm,3503.055
aknit,cwast,1.818
aknit,cwear,30934.073
aleat,cafee,14.282
aleat,cfats,6.114
aleat,cleat,6552.298
aleat,cmeat,376.835
aleat,comnf,9.556
aleat,csupp,57.014
aleat,ctexm,879.764
aleat,cwast,17.639
aleat,cwear,97.282
altrp,cftrp,213324.372
altrp,cptrp,74990.697
altrp,ctrps,6721.577
amach,cbchm,7.828
amach,cclay,20.513
amach,celcm,312.234
amach,cengt,27415.548
amach,cgenm,54096.046
amach,cimet,7.310
amach,cirst,145.394
amach,clift,9777.913
amach,cmeda,95.202
amach,cmtvp,615.554
amach,coche,127.720
amach,cofbm,1387.030
amach,comnf,3.037
amach,cpain,8.949
amach,cpapp,332.366
amach,cplas,194.774
amach,crdtv,33.519
amach,cspcm,25206.891
amach,cstrm,156.164
amach,csupp,18684.025
amach,ctyre,49.915
amets,cbchm,1349.343
amets,ccoke,1637.852
amets,cdoma,11.275
amets,celcm,264.495
amets,cengt,618.156
amets,cimet,66525.143
amets,cirst,28149.427
amets,cjewl,10.642
amets,cnfme,118356.653
amets,cofbm,871.306
amets,comnf,11.794
amets,cpapp,3.883
amets,cplas,416.245
amets,cship,49.553
amets,cspcm,4.386
amets,cstrm,2320.573
amets,csupp,4901.338
amets,cwast,1374.974
amets,cwood,186.566
amopt,cgenm,197.327
amopt,cmeda,11280.123
amopt,cofbm,196.474
amopt,cphar,42.963
amopt,crdtv,106.080
amopt,csupp,1705.643
amore,cirst,90362.339
amore,cmore,289096.195
amore,cnfme,58039.112
amore,comin,11035.012
amore,csupp,14143.627
amorg,cmemb,18463.567
amorg,crrea,169.690
amtvp,cclay,2051.912
amtvp,celcm,1539.342
amtvp,cengt,17159.259
amtvp,cgenm,64.058
amtvp,cglas,350.507
amtvp,cleat,989.619
amtvp,cmbod,32716.173
amtvp,cmtvp,215541.425
amtvp,cofbm,280.504
amtvp,coteq,8164.717
amtvp,cplas,3322.228
amtvp,crail,116.277
amtvp,cspcm,144.093
amtvp,cstrm,15.242
amtvp,csupp,5498.708
amtvp,ctexm,4644.566
amtvs,cfrui,0.442
amtvs,creta,76601.184
amtvs,csupp,74519.554
amtvs,cvege,0.145
amtvs,cwhol,33396.534
anmmi,ccera,2016.352
anmmi,cclay,12419.405
anmmi,ccmnt,16250.292
anmmi,cconc,21926.400
anmmi,cglas,0.174
anmmi,cimet,219.908
anmmi,cnfme,190.485
anmmi,comnf,806.776
anmmi,conmp,5602.075
anmmi,cpain,0.709
anmmi,cplas,561.410
anmmi,cstrm,100.903
anmmi,csupp,683.100
anobs,cafee,1246.750
anobs,calcb,13742.160
anobs,cbake,528.610
anobs,cbchm,1277.844
anobs,ccarp,9247.107
anobs,ccera,1202.329
anobs,cceri,518.978
anobs,cclay,1454.048
anobs,ccnst,75332.086
anobs,cdair,3629.197
anobs,cdoms,62421.937
anobs,ceduc,14144.995
anobs,centa,25905.753
anobs,cfats,903.227
anobs,cfish,2722.950
anobs,cfoot,1562.746
anobs,cfore,3588.803
anobs,cfrui,3473.723
anobs,cftrp,8734.859
anobs,cfurn,14285.322
anobs,cgenm,5.514
anobs,cgrai,2715.605
anobs,cheal,10336.499
anobs,chotl,5027.493
anobs,cjewl,444.210
anobs,cknit,177.684
anobs,clani,11523.111
anobs,cleat,892.862
anobs,cmbod,2.217
anobs,cmeat,6531.370
anobs,cmeda,0.719
anobs,cmemb,9792.004
anobs,cmore,2.970
anobs,cnfme,915.532
anobs,coche,4.927
anobs,cofbm,2431.864
anobs,comin,1952.073
anobs,comnf,22625.660
anobs,cotex,1279.174
anobs,cpain,2697.976
anobs,cpapp,1193.445
anobs,cpast,182.511
anobs,cpers,60462.450
anobs,cpfis,2237.338
anobs,cphar,1079.675
anobs,cplas,5234.360
anobs,cprnt,315.389
anobs,cptrp,103399.533
anobs,cquar,725.344
anobs,crdtv,235.124
anobs,crent,638.433
anobs,crest,65560.848
anobs,creta,59591.508
anobs,csftd,4101.210
anobs,csoap,1954.525
anobs,cstrm,282.347
anobs,csupp,30260.929
anobs,ctexf,4202.790
anobs,ctexm,1698.706
anobs,ctoba,6482.487
anobs,ctyre,8381.199
anobs,cvege,4308.838
anobs,cvegf,3972.092
anobs,cwast,5227.194
anobs,cwear,19210.492
anobs,cwood,1725.016
aoact,cpers,8556.548
aoact,crent,3.338
aoact,crrea,13.351
aobus,ceduc,12558.706
aobus,clacc,142332.063
aobus,cmnfs,16803.195
aobus,cobus,438959.308
aobus,cpers,10358.739
aobus,crent,16842.159
aobus,crrea,9180.882
aobus,csupp,7484.585
aochm,cbchm,11559.415
aochm,cclay,544.721
aochm,ccoke,30.576
aochm,cdair,257.868
aochm,cmeda,219.647
aochm,coche,27878.008
aochm,cofbm,92.961
aochm,comnf,1957.039
aochm,conmp,5.823
aochm,cotex,274.509
aochm,cpain,16282.461
aochm,cpast,1402.476
aochm,cpetr,5871.569
aochm,cphar,33321.623
aochm,cplas,60.101
aochm,cprnt,118.605
aochm,csftd,4.209
aochm,csoap,36364.320
aochm,csupp,1322.441
aochm,ctoba,5.929
aochm,cwood,10.810
aofin,ccrpf,124950.000
aomin,coilg,16169.798
aomin,comin,22316.539
aomin,cquar,29533.760
aomin,csupp,16957.667
aomnf,celcm,244.181
aomnf,cgenm,80.748
aomnf,cjewl,18901.732
aomnf,cmbod,32.471
aomnf,cmeat,2.943
aomnf,cmeda,237.709
aomnf,cnfme,45.560
aomnf,cofbm,1037.747
aomnf,comnf,8276.944
aomnf,cplas,2319.755
aomnf,cprnt,5.079
aomnf,cspcm,259.732
aomnf,csupp,1184.165
aomnf,ctexm,97.291
aomnf,cwast,22283.510
aotrp,cairc,5429.084
aotrp,celcm,24.160
aotrp,cmbod,31.176
aotrp,coteq,1100.613
aotrp,crail,6723.462
aotrp,cship,3782.454
aotrp,cspcm,835.587
aotrp,csupp,6079.921
aotrp,cwood,8.967
apapr,cmeda,534.711
apapr,cnfme,761.846
apapr,coche,23.819
apapr,cofbm,70.948
apapr,comnf,86.831
apapr,conmp,47.960
apapr,cpapp,91645.165
apapr,cphar,184.227
apapr,cplas,2409.338
apapr,cprnt,16.690
apapr,csoap,23.738
apapr,csupp,415.303
apapr,cwast,67.534
apetr,cbchm,4007.557
apetr,ccoke,58151.134
apetr,coche,327.061
apetr,conmp,4062.022
apetr,cpetr,277007.056
apetr,csoap,1.518
apetr,csupp,5077.087
aplas,cbchm,96.500
aplas,ccarp,35.391
aplas,cconc,0.181
aplas,cfoot,35.960
aplas,cfurn,495.931
aplas,cgenm,15.005
aplas,cglas,2527.375
aplas,cmeda,5.675
aplas,cnfme,26.790
aplas,coche,5.209
aplas,cofbm,3246.742
aplas,comnf,113.253
aplas,cpapp,5184.074
aplas,cplas,36464.234
aplas,cprnt,6.347
aplas,crdtv,7.753
aplas,cspcm,8.219
aplas,csupp,206.792
aplas,ctexm,580.590
aplas,cwear,21.568
aplas,cwood,4.885
apost,cobus,12169.587
apost,cpost,24245.916
apost,crdtv,107996.678
apost,crent,1100.959
apost,csupp,1963.374
apost,ctelc,235970.290
aprnt,celcm,0.311
aprnt,cmnfs,12360.007
aprnt,cofbm,0.392
aprnt,comnf,59.948
aprnt,cpapp,6094.767
aprnt,cplas,476.318
aprnt,cprnt,28757.364
aprnt,crdtv,1594.887
aprnt,csupp,15019.431
aprnt,ctexf,0.004
aprnt,cwast,13.677
apuba,cpuba,678305.506
apuba,crsea,9430.649
ardtv,celcm,318.974
ardtv,cgenm,461.191
ardtv,cmeda,26.558
ardtv,crdtv,15166.590
ardtv,cstrm,162.748
ardtv,csupp,871.143
areal,cpers,12153.969
areal,creal,288509.680
areal,crent,1162.043
areal,crrea,239746.157
arecr,centa,95441.952
arecr,chotl,1439.508
arecr,cobus,459.784
arecr,crent,61.078
arecr,crest,193.762
arecr,crrea,800.760
arent,cftrp,207.075
arent,crent,50381.934
arent,crrea,1341.684
arsea,crent,44.257
arsea,crrea,14.752
arsea,crsea,20800.974
artrd,creta,243962.279
artrd,csupp,55233.604
arubb,cbchm,44.563
arubb,celcm,12.202
arubb,cfoot,31.850
arubb,coche,58.651
arubb,cotex,4.614
arubb,cpain,7.316
arubb,csupp,150.274
arubb,ctyre,20747.440
atrps,ctrps,196715.283
atx,aacct,3145.640
atx,aagri,372.714
atx,aatrp,1103.742
atx,abchm,840.571
atx,abevt,1178.356
atx,acnst,2079.863
atx,acoal,1147.423
atx,acomp,603.777
atx,aeduc,1004.594
atx,aelcg,9445.370
atx,aemch,397.766
atx,afabm,547.901
atx,afins,2242.864
atx,afish,95.462
atx,afood,2222.788
atx,afoot,26.436
atx,afore,351.997
atx,afurn,60.785
atx,aglss,126.888
atx,agold,571.009
atx,aheal,3472.132
atx,ainsp,915.740
atx,aknit,91.067
atx,aleat,16.143
atx,altrp,3516.308
atx,amach,259.388
atx,amets,626.289
atx,amopt,104.739
atx,amore,3169.858
atx,amorg,342.224
atx,amtvp,821.715
atx,amtvs,2885.743
atx,anmmi,533.411
atx,anobs,325.002
atx,aoact,95.039
atx,aobus,2506.203
atx,aochm,1100.923
atx,aofin,417.411
atx,aomin,1042.179
atx,aomnf,100.272
atx,aotrp,341.770
atx,apapr,431.145
atx,apetr,709.870
atx,aplas,222.068
atx,apost,1712.913
atx,aprnt,362.443
atx,apuba,9501.913
atx,ardtv,63.953
atx,areal,31479.445
atx,arecr,1311.547
atx,arent,539.665
atx,arsea,-606.265
atx,artrd,2673.954
atx,arubb,189.595
atx,atrps,1971.830
atx,awast,-170.545
atx,awatd,39.624
atx,aweav,182.800
atx,awood,284.623
atx,awtrd,5122.834
atx,awtrp,146.797
awast,cpuba,46982.540
awast,crent,45.004
awast,crrea,35.221
awatd,celcg,3163.025
awatd,cwatd,3207.926
awatd,cwatr,57412.136
aweav,cbchm,153.160
aweav,ccarp,2570.638
aweav,cfats,45.854
aweav,cfoot,120.037
aweav,cfurn,20.075
aweav,cglas,30.093
aweav,cknit,355.611
aweav,cmbod,392.728
aweav,cmtvp,140.841
aweav,coche,162.535
aweav,cofbm,75.812
aweav,cotex,5339.227
aweav,cplas,28.164
aweav,csupp,317.246
aweav,ctexf,11710.064
aweav,ctexm,6068.701
aweav,cwast,177.652
aweav,cwear,263.003
awood,cafee,0.198
awood,cbchm,2329.820
awood,ccoke,14.902
awood,cfurn,13.531
awood,comnf,1.241
awood,conmp,191.733
awood,cpapp,171.899
awood,cplas,25.516
awood,cprnt,3.698
awood,cstrm,1350.537
awood,csupp,878.305
awood,cwast,1.001
awood,cwood,31308.765
awtrd,csupp,107211.067
awtrd,cwhol,361761.832
awtrp,cftrp,2650.223
awtrp,cptrp,3182.168
awtrp,ctrps,1063.889
cafee,aagri,29858.900
cafee,aeduc,3.495
cafee,aelcg,53.826
cafee,afood,1110.190
cafee,aheal,856.963
cafee,anobs,1799.450
cafee,apuba,674.144
cafee,arecr,76.898
cafee,awatd,62.723
cafee,dstk,-51.344
cafee,hhd1,85.454
cafee,hhd10,441.888
cafee,hhd11,529.257
cafee,hhd12,649.113
cafee,hhd13,838.471
cafee,hhd14,1444.907
cafee,hhd2,146.751
cafee,hhd3,198.800
cafee,hhd4,255.470
cafee,hhd5,326.848
cafee,hhd6,425.569
cafee,hhd7,587.659
cafee,hhd8,881.537
cafee,hhd9,1497.776
cafee,row,3120.672
cairc,aatrp,58.256
cairc,aotrp,1694.280
cairc,apuba,41.452
cairc,dstk,-154.893
cairc,hhd1,13.109
cairc,hhd10,67.790
cairc,hhd11,81.194
cairc,hhd12,99.581
cairc,hhd13,128.630
cairc,hhd14,221.664
cairc,hhd2,22.513
cairc,hhd3,30.498
cairc,hhd4,39.192
cairc,hhd5,50.142
cairc,hhd6,65.287
cairc,hhd7,90.153
cairc,hhd8,135.237
cairc,hhd9,229.774
cairc,row,5589.408
cairc,si,11976.863
calcb,aacct,2717.159
calcb,aatrp,35.218
calcb,abchm,7.225
calcb,abevt,10479.492
calcb,afood,478.774
calcb,altrp,43.587
calcb,anobs,45804.882
calcb,awtrp,59.879
calcb,dstk,3547.559
calcb,hhd1,1138.631
calcb,hhd10,5887.963
calcb,hhd11,7052.119
calcb,hhd12,8649.143
calcb,hhd13,11172.252
calcb,hhd14,19252.744
calcb,hhd2,1955.391
calcb,hhd3,2648.918
calcb,hhd4,3404.018
calcb,hhd5,4355.101
calcb,hhd6,5670.525
calcb,hhd7,7830.296
calcb,hhd8,11746.087
calcb,hhd9,19957.198
calcb,row,19098.029
cbake,aacct,2918.216
cbake,aatrp,280.354
cbake,aeduc,30.352
cbake,aelcg,93.319
cbake,afood,1696.538
cbake,aheal,1548.429
cbake,altrp,133.689
cbake,amorg,199.535
cbake,anobs,719.752
cbake,apuba,980.730
cbake,arecr,3978.870
cbake,awatd,106.084
cbake,awtrp,133.869
cbake,dstk,927.250
cbake,hhd1,342.852
cbake,hhd10,1772.919
cbake,hhd11,2123.457
cbake,hhd12,2604.336
cbake,hhd13,3364.067
cbake,hhd14,5797.177
cbake,hhd2,588.786
cbake,hhd3,797.613
cbake,hhd4,1024.981
cbake,hhd5,1311.361
cbake,hhd6,1707.447
cbake,hhd7,2357.774
cbake,hhd8,3536.854
cbake,hhd9,6009.295
cbake,row,2148.544
cbchm,aacct,11.024
cbchm,aagri,22654.873
cbchm,abchm,19858.787
cbchm,abevt,735.829
cbchm,acoal,285.609
cbchm,aeduc,3.868
cbchm,aelcg,50.518
cbchm,aemch,314.915
cbchm,afabm,123.676
cbchm,afish,6.289
cbchm,afood,345.306
cbchm,afoot,882.103
cbchm,afore,1311.316
cbchm,afurn,157.368
cbchm,aglss,118.925
cbchm,agold,1365.089
cbchm,aheal,120.731
cbchm,aknit,145.923
cbchm,aleat,317.992
cbchm,amach,149.118
cbchm,amets,36.666
cbchm,amopt,0.683
cbchm,amore,40872.192
cbchm,amtvp,520.840
cbchm,anmmi,406.012
cbchm,anobs,4392.734
cbchm,aoact,6.366
cbchm,aochm,21740.228
cbchm,aomin,679.176
cbchm,aomnf,224.630
cbchm,aotrp,8.786
cbchm,apapr,1828.726
cbchm,apetr,3725.545
cbchm,aplas,15012.807
cbchm,aprnt,366.114
cbchm,apuba,737.929
cbchm,ardtv,12.090
cbchm,areal,0.379
cbchm,arubb,2700.949
cbchm,awast,309.245
cbchm,awatd,58.103
cbchm,aweav,1354.960
cbchm,awood,536.385
cbchm,dstk,-1482.021
cbchm,hhd1,52.711
cbchm,hhd10,272.576
cbchm,hhd11,326.469
cbchm,hhd12,400.401
cbchm,hhd13,517.205
cbchm,hhd14,891.282
cbchm,hhd2,90.522
cbchm,hhd3,122.628
cbchm,hhd4,157.585
cbchm,hhd5,201.614
cbchm,hhd6,262.510
cbchm,hhd7,362.494
cbchm,hhd8,543.770
cbchm,hhd9,923.893
cbchm,row,56985.794
ccarp,aacct,6.779
ccarp,acnst,3757.113
ccarp,afurn,2.251
ccarp,amtvp,534.177
ccarp,anobs,1940.849
ccarp,aotrp,2.624
ccarp,aweav,128.125
ccarp,dstk,63.417
ccarp,hhd1,106.175
ccarp,hhd10,549.042
ccarp,hhd11,657.597
ccarp,hhd12,806.517
ccarp,hhd13,1041.792
ccarp,hhd14,1795.283
ccarp,hhd2,182.337
ccarp,hhd3,247.007
ccarp,hhd4,317.418
ccarp,hhd5,406.105
ccarp,hhd6,528.766
ccarp,hhd7,730.161
ccarp,hhd8,1095.301
ccarp,hhd9,1860.972
ccarp,row,877.990
ccera,aacct,66.707
ccera,aheal,0.082
ccera,anobs,33.388
ccera,apuba,1.261
ccera,areal,5372.000
ccera,dstk,129.377
ccera,hhd1,57.979
ccera,hhd10,299.813
ccera,hhd11,359.091
ccera,hhd12,440.411
ccera,hhd13,568.886
ccera,hhd14,980.341
ccera,hhd2,99.568
ccera,hhd3,134.882
ccera,hhd4,173.331
ccera,hhd5,221.760
ccera,hhd6,288.741
ccera,hhd7,398.715
ccera,hhd8,598.106
ccera,hhd9,1016.212
ccera,row,1903.894
cceri,aagri,8381.509
cceri,abevt,2721.232
cceri,aelcg,49.683
cceri,afood,54145.526
cceri,afore,4.646
cceri,aheal,0.435
cceri,anobs,3854.020
cceri,aoact,83.013
cceri,aochm,66.719
cceri,apuba,137.359
cceri,awatd,57.446
cceri,dstk,1952.982
cceri,hhd1,29.509
cceri,hhd10,152.595
cceri,hhd11,182.766
cceri,hhd12,224.155
cceri,hhd13,289.545
cceri,hhd14,498.962
cceri,hhd2,50.677
cceri,hhd3,68.651
cceri,hhd4,88.220
cceri,hhd5,112.869
cceri,hhd6,146.960
cceri,hhd7,202.933
cceri,hhd8,304.417
cceri,hhd9,517.219
cceri,row,1355.704
cclay,acnst,13009.289
cclay,aeduc,1.084
cclay,aheal,13.974
cclay,amach,214.087
cclay,anobs,3734.663
cclay,apuba,166.149
cclay,areal,2132.704
cclay,dstk,103.484
cclay,hhd1,15.401
cclay,hhd10,79.641
cclay,hhd11,95.387
cclay,hhd12,116.988
cclay,hhd13,151.116
cclay,hhd14,260.413
cclay,hhd2,26.449
cclay,hhd3,35.829
cclay,hhd4,46.043
cclay,hhd5,58.907
cclay,hhd6,76.700
cclay,hhd7,105.913
cclay,hhd8,158.878
cclay,hhd9,269.941
cclay,row,1245.658
ccmnt,abchm,1.128
ccmnt,acnst,14903.407
ccmnt,aeduc,1.257
ccmnt,afabm,14.808
ccmnt,aglss,17.712
ccmnt,aheal,10.214
ccmnt,anmmi,7792.741
ccmnt,anobs,1390.818
ccmnt,aochm,132.348
ccmnt,apetr,9.804
ccmnt,aplas,9.654
ccmnt,apuba,138.702
ccmnt,areal,1704.881
ccmnt,dstk,25.668
ccmnt,hhd1,6.571
ccmnt,hhd10,33.981
ccmnt,hhd11,40.700
ccmnt,hhd12,49.917
ccmnt,hhd13,64.478
ccmnt,hhd14,111.113
ccmnt,hhd2,11.285
ccmnt,hhd3,15.288
ccmnt,hhd4,19.646
ccmnt,hhd5,25.134
ccmnt,hhd6,32.726
ccmnt,hhd7,45.191
ccmnt,hhd8,67.790
ccmnt,hhd9,115.178
ccmnt,row,1678.195
ccnst,aacct,1158.108
ccnst,aatrp,488.913
ccnst,abchm,212.615
ccnst,abevt,250.874
ccnst,acnst,1028.935
ccnst,acoal,2627.853
ccnst,acomp,386.775
ccnst,aeduc,7661.406
ccnst,aelcg,210.568
ccnst,aemch,88.095
ccnst,afabm,145.857
ccnst,afins,1195.329
ccnst,afish,26.918
ccnst,afood,864.564
ccnst,afoot,24.685
ccnst,afurn,54.559
ccnst,aglss,13.076
ccnst,agold,2081.571
ccnst,aheal,5180.954
ccnst,ainsp,2820.862
ccnst,aknit,66.586
ccnst,aleat,10.389
ccnst,altrp,553.801
ccnst,amach,256.378
ccnst,amets,154.559
ccnst,amopt,40.328
ccnst,amore,11625.832
ccnst,amorg,167.829
ccnst,amtvp,296.877
ccnst,amtvs,1577.855
ccnst,anmmi,304.919
ccnst,anobs,656.324
ccnst,aoact,22.865
ccnst,aobus,1762.168
ccnst,aochm,461.819
ccnst,aofin,1955.941
ccnst,aomin,1299.659
ccnst,aomnf,52.065
ccnst,aotrp,55.013
ccnst,apapr,482.455
ccnst,apetr,196.870
ccnst,aplas,115.022
ccnst,apost,3148.629
ccnst,aprnt,248.967
ccnst,apuba,20212.748
ccnst,ardtv,30.732
ccnst,areal,28157.070
ccnst,arecr,800.441
ccnst,arent,106.256
ccnst,arsea,154.276
ccnst,artrd,1770.569
ccnst,arubb,62.695
ccnst,atrps,578.486
ccnst,awast,342.752
ccnst,awatd,64.803
ccnst,aweav,57.620
ccnst,awood,62.083
ccnst,awtrd,3980.377
ccnst,awtrp,19.816
ccnst,dstk,0.000
ccnst,hhd1,47.817
ccnst,hhd10,247.265
ccnst,hhd11,296.153
ccnst,hhd12,363.220
ccnst,hhd13,469.178
ccnst,hhd14,808.517
ccnst,hhd2,82.116
ccnst,hhd3,111.241
ccnst,hhd4,142.951
ccnst,hhd5,182.892
ccnst,hhd6,238.133
ccnst,hhd7,328.833
ccnst,hhd8,493.276
ccnst,hhd9,838.101
ccnst,row,297.378
ccnst,si,385007.762
ccoal,abchm,170.468
ccoal,abevt,20.246
ccoal,aeduc,0.593
ccoal,aelcg,43446.846
ccoal,aemch,1024.069
ccoal,afabm,7.104
ccoal,afish,46.511
ccoal,afood,855.929
ccoal,aheal,256.233
ccoal,aknit,2.284
ccoal,aleat,6.945
ccoal,altrp,128.355
ccoal,amach,23.251
ccoal,amets,1363.848
ccoal,anmmi,531.472
ccoal,anobs,67.449
ccoal,aochm,86.469
ccoal,aomnf,6.052
ccoal,apapr,1889.300
ccoal,apetr,24678.220
ccoal,aplas,12.895
ccoal,aprnt,8.559
ccoal,apuba,63.324
ccoal,arubb,57.018
ccoal,awatd,4.507
ccoal,aweav,119.417
ccoal,awood,556.376
ccoal,dstk,7740.867
ccoal,hhd1,1.390
ccoal,hhd10,7.189
ccoal,hhd11,8.610
ccoal,hhd12,10.560
ccoal,hhd13,13.641
ccoal,hhd14,23.507
ccoal,hhd2,2.387
ccoal,hhd3,3.234
ccoal,hhd4,4.156
ccoal,hhd5,5.317
ccoal,hhd6,6.923
ccoal,hhd7,9.560
ccoal,hhd8,14.341
ccoal,hhd9,24.367
ccoal,row,67073.541
ccoke,aacct,306.630
ccoke,abchm,251.999
ccoke,aeduc,0.001
ccoke,aelcg,19568.630
ccoke,aemch,282.996
ccoke,afabm,2.067
ccoke,afurn,5.418
ccoke,aheal,1.424
ccoke,amets,4138.652
ccoke,anmmi,71.872
ccoke,anobs,100.077
ccoke,aochm,741.926
ccoke,apetr,35005.032
ccoke,aplas,0.913
ccoke,apuba,35.488
ccoke,arubb,3.713
ccoke,awood,222.693
ccoke,dstk,2123.084
ccoke,hhd1,5.961
ccoke,hhd10,30.823
ccoke,hhd11,36.918
ccoke,hhd12,45.278
ccoke,hhd13,58.487
ccoke,hhd14,100.788
ccoke,hhd2,10.236
ccoke,hhd3,13.867
ccoke,hhd4,17.820
ccoke,hhd5,22.799
ccoke,hhd6,29.685
ccoke,hhd7,40.992
ccoke,hhd8,61.491
ccoke,hhd9,104.476
ccoke,row,993.817
cconc,aagri,2055.166
cconc,acnst,20199.519
cconc,aeduc,0.624
cconc,aheal,1.942
cconc,anobs,1462.927
cconc,apuba,12.444
cconc,areal,493.724
cconc,dstk,64.551
cconc,row,623.407
cconf,aacct,618.128
cconf,aeduc,3.212
cconf,aelcg,4.980
cconf,afood,1196.550
cconf,aheal,38.818
cconf,anobs,384.756
cconf,apuba,92.178
cconf,awatd,5.716
cconf,dstk,68.673
cconf,hhd1,241.841
cconf,hhd10,1250.581
cconf,hhd11,1497.843
cconf,hhd12,1837.045
cconf,hhd13,2372.944
cconf,hhd14,4089.210
cconf,hhd2,415.318
cconf,hhd3,562.620
cconf,hhd4,723.001
cconf,hhd5,925.007
cconf,hhd6,1204.398
cconf,hhd7,1663.125
cconf,hhd8,2494.824
cconf,hhd9,4238.833
cconf,row,2745.092
ccrpf,aacct,1198.766
ccrpf,aatrp,135.875
ccrpf,abchm,106.903
ccrpf,abevt,145.552
ccrpf,acnst,2035.443
ccrpf,acoal,204.312
ccrpf,acomp,215.255
ccrpf,aelcg,126.926
ccrpf,aemch,275.667
ccrpf,afabm,450.624
ccrpf,afins,28417.762
ccrpf,afish,32.050
ccrpf,afood,792.211
ccrpf,afoot,97.774
ccrpf,afore,19.519
ccrpf,afurn,132.597
ccrpf,aglss,35.874
ccrpf,agold,21.999
ccrpf,aheal,1263.189
ccrpf,ainsp,86488.937
ccrpf,aknit,117.662
ccrpf,aleat,46.344
ccrpf,altrp,461.262
ccrpf,amach,444.944
ccrpf,amets,231.291
ccrpf,amopt,42.250
