row,col,value_Rm
tech,arubb,298.877
tech,atrps,3170.953
tech,awast,170.132
tech,awatd,1195.383
tech,aweav,156.548
tech,awood,420.099
tech,awtrd,11458.371
tech,row,1533.525
trnp,aacct,1706.266
trnp,aagri,4461.773
trnp,aatrp,3793.295
trnp,abchm,63.104
trnp,abevt,1082.493
trnp,acnst,6691.404
trnp,acoal,301.687
trnp,acomp,920.282
trnp,aeduc,5838.221
trnp,aelcg,652.977
trnp,aemch,289.627
trnp,afabm,1590.927
trnp,afins,8747.044
trnp,afish,1353.974
trnp,afood,2347.586
trnp,afoot,7.592
trnp,afore,35.717
trnp,afurn,120.966
trnp,aglss,4.815
trnp,agold,72.524
trnp,aheal,1658.190
trnp,ainsp,3865.726
trnp,aknit,368.972
trnp,aleat,30.946
trnp,altrp,23421.308
trnp,amach,1837.538
trnp,amets,231.349
trnp,amopt,76.136
trnp,amore,3033.916
trnp,amorg,66.390
trnp,amtvp,257.671
trnp,amtvs,6405.882
trnp,anmmi,278.149
trnp,anobs,22003.743
trnp,aoact,80.131
trnp,aobus,15866.858
trnp,aochm,403.001
trnp,aofin,1111.701
trnp,aomin,286.424
trnp,aomnf,217.375
trnp,aotrp,215.419
trnp,apapr,257.752
trnp,apetr,1505.999
trnp,aplas,139.672
trnp,apost,15953.387
trnp,aprnt,182.938
trnp,apuba,7847.756
trnp,ardtv,-145.716
trnp,areal,23121.547
trnp,arecr,781.062
trnp,arent,9528.624
trnp,arsea,111.876
trnp,artrd,3364.459
trnp,arubb,29.473
trnp,atrps,2781.103
trnp,awast,-16.355
trnp,awatd,245.067
trnp,aweav,228.307
trnp,awood,397.983
trnp,awtrd,17092.766
trnp,awtrp,143.231
trnp,row,10281.957
